n_failed_parse,n_pairs,n_success,path_id,avg_efficiency,n_missing_F_or_R
0,22,22,638,1.745,0
0,21,21,639,1.6666666666666667,0
0,21,21,640,1.7133333333333336,0
0,21,21,641,1.7052380952380954,0
0,22,22,642,1.7645454545454542,0
0,21,21,643,1.7842857142857143,0
0,21,21,644,1.7380952380952381,0
0,21,21,645,1.6804761904761905,0
0,22,22,646,1.7359090909090908,0
0,21,21,647,1.7380952380952381,0
0,22,22,648,1.8636363636363635,0
0,21,21,649,1.6428571428571428,0
0,21,21,650,1.7380952380952381,0
0,21,21,651,1.7380952380952381,0
0,22,22,652,1.821818181818182,0
0,21,21,653,1.7142857142857142,0
0,21,21,654,1.7857142857142858,0
0,22,22,655,1.8409090909090908,0
0,21,21,656,1.802857142857143,0
0,21,21,657,1.7380952380952381,0
0,21,21,658,1.7619047619047619,0
0,22,22,659,1.75,0
0,21,21,660,1.818095238095238,0
0,22,22,661,1.9318181818181819,0
0,21,21,662,1.785238095238095,0
0,21,21,663,1.7200000000000002,0
0,22,22,664,1.7086363636363637,0
0,22,22,665,1.8772727272727272,0
0,21,21,666,1.7857142857142858,0
0,21,21,667,1.7019047619047616,0
0,21,21,668,1.6752380952380952,0
0,22,22,669,1.7272727272727273,0
0,22,22,670,1.7954545454545454,0
0,21,21,671,1.7852380952380953,0
0,21,21,672,1.7380952380952381,0
0,21,21,673,1.7595238095238097,0
0,22,22,674,1.7609090909090908,0
0,21,21,675,1.6847619047619045,0
0,21,21,676,1.7923809523809524,0
0,21,21,677,1.8095238095238095,0
0,21,21,678,1.84,0
0,21,21,679,1.665714285714286,0
0,21,21,680,1.7595238095238097,0
0,21,21,681,1.6914285714285713,0
0,21,21,682,1.730952380952381,0
0,21,21,683,1.7142857142857142,0
0,21,21,684,1.8095238095238095,0
0,21,21,685,1.7380952380952381,0
0,22,22,686,1.8072727272727276,0
0,21,21,687,1.7252380952380955,0
0,21,21,688,1.764761904761905,0
0,21,21,689,1.8214285714285714,0
0,21,21,690,1.7380952380952381,0
0,21,21,691,1.6442857142857144,0
0,21,21,692,1.7857142857142858,0
0,21,21,693,1.6933333333333334,0
0,21,21,694,1.8333333333333333,0
0,22,22,695,1.8181818181818181,0
0,22,22,696,1.8245454545454545,0
0,21,21,697,1.7142857142857142,0
0,21,21,698,1.6338095238095238,0
0,22,22,699,1.8836363636363636,0
0,21,21,700,1.6523809523809525,0
0,21,21,701,1.7233333333333332,0
0,22,22,702,1.82,0
0,21,21,703,1.6428571428571428,0
0,22,22,704,1.7727272727272727,0
0,22,22,705,1.8404545454545451,0
0,21,21,706,1.7485714285714284,0
0,22,22,707,1.7954545454545454,0
0,21,21,708,1.6823809523809523,0
0,22,22,709,1.781818181818182,0
0,21,21,710,1.6804761904761905,0
0,21,21,711,1.7000000000000002,0
0,21,21,712,1.7714285714285716,0
0,21,21,713,1.6904761904761905,0
0,21,21,714,1.7619047619047619,0
0,21,21,715,1.7142857142857142,0
0,21,21,716,1.7157142857142857,0
0,22,22,717,1.8409090909090908,0
0,22,22,718,1.8036363636363637,0
0,22,22,719,1.8036363636363637,0
0,21,21,720,1.7971428571428572,0
0,21,21,721,1.629047619047619,0
0,21,21,722,1.7619047619047619,0
0,21,21,723,1.802857142857143,0
0,21,21,724,1.7542857142857144,0
0,21,21,725,1.7619047619047619,0
0,21,21,726,1.7380952380952381,0
0,21,21,727,1.665714285714286,0
0,21,21,728,1.7380952380952381,0
0,21,21,729,1.716190476190476,0
0,21,21,730,1.6880952380952379,0
0,21,21,731,1.7619047619047619,0
0,21,21,732,1.6880952380952383,0
0,22,22,733,1.755,0
0,21,21,734,1.7900000000000003,0
0,21,21,735,1.5861904761904764,0
0,21,21,736,1.6542857142857144,0
0,21,21,737,1.813809523809524,0
0,21,21,738,1.756190476190476,0
0,21,21,739,1.7857142857142858,0
0,22,22,740,1.7272727272727273,0
0,22,22,741,1.7727272727272727,0
