path_id,n_pairs,n_success,n_missing_F_or_R,n_failed_parse,avg_efficiency
244,12,12,0,0,1.8741666666666668
245,12,12,0,0,1.9166666666666667
246,12,12,0,0,1.875
247,12,12,0,0,1.9583333333333333
248,12,12,0,0,1.8333333333333333
249,12,12,0,0,1.8333333333333333
250,12,12,0,0,1.8333333333333333
251,12,12,0,0,1.8916666666666666
252,12,12,0,0,1.875
253,12,12,0,0,1.9024999999999999
254,12,12,0,0,1.8916666666666666
255,12,12,0,0,1.7916666666666667
256,12,12,0,0,1.875
257,12,12,0,0,1.7975
258,12,12,0,0,1.7916666666666667
259,12,12,0,0,1.8933333333333333
260,12,12,0,0,1.9166666666666667
261,12,12,0,0,1.875
262,12,12,0,0,1.75
263,12,12,0,0,1.9166666666666667
264,12,12,0,0,1.875
265,12,12,0,0,1.8333333333333333
266,12,12,0,0,1.9166666666666667
267,12,12,0,0,1.8075
268,12,12,0,0,1.9266666666666667
269,12,12,0,0,1.9441666666666666
270,12,12,0,0,1.875
271,12,12,0,0,1.8891666666666669
272,12,12,0,0,1.875
273,12,12,0,0,1.8225
274,12,12,0,0,1.8525
275,12,12,0,0,1.875
276,12,12,0,0,1.9166666666666667
277,12,12,0,0,1.9583333333333333
278,12,12,0,0,1.7916666666666667
279,12,12,0,0,1.7916666666666667
280,12,12,0,0,1.9166666666666667
281,12,12,0,0,1.8333333333333333
282,12,12,0,0,1.9166666666666667
283,12,12,0,0,1.875
284,12,12,0,0,1.875
285,12,12,0,0,1.8333333333333333
286,12,12,0,0,1.8333333333333333
287,12,12,0,0,1.9166666666666667
288,12,12,0,0,1.9041666666666668
289,12,12,0,0,1.875
290,12,12,0,0,1.875
291,12,12,0,0,1.9583333333333333
292,12,12,0,0,1.875
293,12,12,0,0,1.875
294,12,12,0,0,1.9908333333333335
295,12,12,0,0,1.9166666666666667
296,12,12,0,0,1.9166666666666667
297,12,12,0,0,1.875
298,12,12,0,0,1.9191666666666667
299,12,12,0,0,1.9166666666666667
300,12,12,0,0,1.9166666666666667
301,12,12,0,0,1.8975
302,12,12,0,0,1.875
303,12,12,0,0,1.9166666666666667
304,12,12,0,0,1.9166666666666667
305,12,12,0,0,1.8433333333333335
306,12,12,0,0,1.875
307,12,12,0,0,1.9241666666666666
308,12,12,0,0,1.9108333333333334
309,12,12,0,0,1.9583333333333333
310,12,12,0,0,1.7366666666666666
311,12,12,0,0,1.9166666666666667
312,12,12,0,0,1.7749999999999997
313,12,12,0,0,1.9166666666666667
314,12,12,0,0,1.7983333333333331
315,12,12,0,0,1.9166666666666667
316,12,12,0,0,1.7975
317,12,12,0,0,1.8816666666666666
318,12,12,0,0,1.8383333333333336
319,12,12,0,0,1.7916666666666667
320,12,12,0,0,1.9583333333333333
321,12,12,0,0,1.875
322,12,12,0,0,1.875
323,12,12,0,0,1.875
324,12,12,0,0,1.8333333333333333
325,12,12,0,0,1.8399999999999999
326,12,12,0,0,1.8683333333333334
327,12,12,0,0,1.9583333333333333
328,12,12,0,0,1.7916666666666667
329,12,12,0,0,1.7916666666666667
330,12,12,0,0,1.9166666666666667
331,12,12,0,0,1.8991666666666667
332,12,12,0,0,1.8433333333333335
333,12,12,0,0,1.885
334,12,12,0,0,1.8333333333333333
335,12,12,0,0,1.875
336,12,12,0,0,1.9583333333333333
337,12,12,0,0,1.9166666666666667
338,12,12,0,0,1.7916666666666667
339,12,12,0,0,1.875
340,12,12,0,0,1.9166666666666667
341,12,12,0,0,1.875
342,12,12,0,0,1.9583333333333333
343,12,12,0,0,1.875
344,12,12,0,0,1.875
345,12,12,0,0,1.875
346,12,12,0,0,1.8333333333333333
347,12,12,0,0,1.8066666666666666
348,12,12,0,0,1.8666666666666665
349,12,12,0,0,1.9458333333333335
350,12,12,0,0,1.9583333333333333
351,12,12,0,0,1.8333333333333333
352,12,12,0,0,1.9166666666666667
353,12,12,0,0,1.8499999999999999
354,12,12,0,0,1.875
355,12,12,0,0,1.9400000000000002
356,12,12,0,0,2.0
357,12,12,0,0,1.8333333333333333
358,12,12,0,0,1.8541666666666667
359,12,12,0,0,1.8416666666666668
360,12,12,0,0,1.9166666666666667
361,12,12,0,0,1.8816666666666666
362,12,12,0,0,1.9166666666666667
363,12,12,0,0,1.9583333333333333
364,12,12,0,0,1.7916666666666667
365,12,12,0,0,1.9583333333333333
366,12,12,0,0,1.9166666666666667
367,12,12,0,0,1.8758333333333332
368,12,12,0,0,1.8099999999999998
369,12,12,0,0,2.0
370,12,12,0,0,1.9641666666666666
371,12,12,0,0,1.875
372,12,12,0,0,1.875
373,12,12,0,0,1.9100000000000001
374,12,12,0,0,1.9166666666666667
375,12,12,0,0,1.8166666666666667
376,12,12,0,0,1.75
377,12,12,0,0,1.875
378,12,12,0,0,1.8925
379,12,12,0,0,1.9716666666666667
380,12,12,0,0,1.8383333333333336
381,12,12,0,0,1.8908333333333331
382,12,12,0,0,1.7916666666666667
383,12,12,0,0,1.8616666666666666
384,12,12,0,0,1.9583333333333333
385,12,12,0,0,1.9266666666666667
386,12,12,0,0,1.8333333333333333
387,12,12,0,0,1.8658333333333335
388,12,12,0,0,1.9166666666666667
389,12,12,0,0,1.875
390,12,12,0,0,1.875
391,12,12,0,0,1.875
392,12,12,0,0,1.8441666666666665
393,12,12,0,0,1.9583333333333333
394,12,12,0,0,1.75
395,12,12,0,0,1.9108333333333334
396,12,12,0,0,1.8841666666666665
397,12,12,0,0,1.8333333333333333
398,12,12,0,0,1.8433333333333335
399,12,12,0,0,1.8708333333333333
400,12,12,0,0,1.7083333333333333
401,12,12,0,0,1.9166666666666667
402,12,12,0,0,1.8666666666666665
403,12,12,0,0,1.8333333333333333
404,12,12,0,0,1.9258333333333333
405,12,12,0,0,1.8675
406,12,12,0,0,2.0
407,12,12,0,0,1.875
408,12,12,0,0,1.8141666666666667
409,12,12,0,0,1.8333333333333333
410,12,12,0,0,1.9583333333333333
411,12,12,0,0,1.9583333333333333
412,12,12,0,0,1.7991666666666666
413,12,12,0,0,1.875
414,12,12,0,0,1.9166666666666667
415,12,12,0,0,1.7741666666666667
416,12,12,0,0,1.875
417,12,12,0,0,2.0
418,12,12,0,0,1.9583333333333333
419,12,12,0,0,1.7083333333333333
420,12,12,0,0,1.9166666666666667
421,12,12,0,0,1.925
422,12,12,0,0,1.8591666666666666
423,12,12,0,0,1.8433333333333335
424,12,12,0,0,1.9208333333333334
425,12,12,0,0,1.8966666666666665
426,12,12,0,0,1.7141666666666666
427,12,12,0,0,1.9133333333333333
428,12,12,0,0,1.875
429,12,12,0,0,1.9166666666666667
430,12,12,0,0,1.9166666666666667
431,12,12,0,0,1.7916666666666667
432,12,12,0,0,1.9583333333333333
433,12,12,0,0,1.875
434,12,12,0,0,1.7791666666666668
435,12,12,0,0,1.8333333333333333
436,12,12,0,0,1.9266666666666667
437,12,12,0,0,1.8408333333333333
438,12,12,0,0,1.9166666666666667
439,12,12,0,0,1.875
440,12,12,0,0,1.9166666666666667
441,12,12,0,0,1.9583333333333333
442,12,12,0,0,1.9583333333333333
443,12,12,0,0,1.75
444,12,12,0,0,2.0
445,12,12,0,0,1.8150000000000002
446,12,12,0,0,1.9583333333333333
447,12,12,0,0,1.8333333333333333
448,12,12,0,0,1.9166666666666667
449,12,12,0,0,1.8991666666666667
450,12,12,0,0,1.875
451,12,12,0,0,1.875
452,12,12,0,0,1.9583333333333333
453,12,12,0,0,1.8333333333333333
454,12,12,0,0,1.9166666666666667
455,12,12,0,0,1.875
456,12,12,0,0,1.7983333333333331
457,12,12,0,0,2.0
458,12,12,0,0,1.9583333333333333
459,12,12,0,0,1.8333333333333333
460,12,12,0,0,1.8933333333333333
461,12,12,0,0,1.7741666666666667
462,12,12,0,0,1.905
463,12,12,0,0,1.8333333333333333
464,12,12,0,0,1.8766666666666667
465,12,12,0,0,1.765
466,12,12,0,0,1.8941666666666668
467,12,12,0,0,1.875
468,12,12,0,0,1.9166666666666667
469,12,12,0,0,1.7925000000000002
470,12,12,0,0,1.9166666666666667
471,12,12,0,0,1.8708333333333333
472,12,12,0,0,1.9166666666666667
473,12,12,0,0,1.9166666666666667
474,12,12,0,0,1.9024999999999999
475,12,12,0,0,1.8158333333333332
476,12,12,0,0,1.875
477,12,12,0,0,1.9583333333333333
478,12,12,0,0,1.75
479,12,12,0,0,1.8341666666666665
480,12,12,0,0,1.8225
481,12,12,0,0,1.8375000000000001
482,12,12,0,0,1.89
483,12,12,0,0,1.9191666666666667
484,12,12,0,0,1.95
485,12,12,0,0,1.875
486,12,12,0,0,1.8608333333333331
487,12,12,0,0,1.9583333333333333
488,12,12,0,0,1.8333333333333333
489,12,12,0,0,1.8033333333333335
490,12,12,0,0,1.9166666666666667
491,12,12,0,0,1.8
492,12,12,0,0,1.805
493,12,12,0,0,1.9308333333333334
494,12,12,0,0,1.75
495,12,12,0,0,1.8808333333333334
496,12,12,0,0,1.9166666666666667
497,12,12,0,0,1.8191666666666666
498,12,12,0,0,1.8941666666666668
499,12,12,0,0,1.8333333333333333
500,12,12,0,0,2.0
501,12,12,0,0,1.955
502,12,12,0,0,1.9166666666666667
503,12,12,0,0,1.7916666666666667
504,12,12,0,0,1.9583333333333333
505,12,12,0,0,1.9349999999999998
506,12,12,0,0,1.7916666666666667
507,12,12,0,0,1.9158333333333335
508,12,12,0,0,1.8925
509,12,12,0,0,1.9875
510,12,12,0,0,1.875
511,12,12,0,0,1.9166666666666667
512,12,12,0,0,1.8333333333333333
513,12,12,0,0,1.9024999999999999
514,12,12,0,0,1.9333333333333333
515,12,12,0,0,1.875
516,12,12,0,0,1.8333333333333333
517,12,12,0,0,1.7933333333333332
518,12,12,0,0,1.9241666666666666
519,12,12,0,0,1.9166666666666667
520,12,12,0,0,1.9583333333333333
521,12,12,0,0,1.9166666666666667
522,12,12,0,0,1.8766666666666667
523,12,12,0,0,1.75
524,12,12,0,0,1.8591666666666669
525,12,12,0,0,2.0
526,12,12,0,0,1.875
527,12,12,0,0,1.9583333333333333
528,12,12,0,0,1.8333333333333333
529,12,12,0,0,1.8766666666666667
530,12,12,0,0,1.7083333333333333
531,12,12,0,0,1.9166666666666667
532,12,12,0,0,1.875
533,12,12,0,0,1.92
534,12,12,0,0,1.9583333333333333
535,12,12,0,0,1.9166666666666667
536,12,12,0,0,1.8908333333333334
537,12,12,0,0,1.9233333333333331
538,12,12,0,0,1.8808333333333334
539,12,12,0,0,1.8783333333333332
540,12,12,0,0,1.7708333333333333
541,12,12,0,0,1.8333333333333333
542,12,12,0,0,1.8533333333333335
543,12,12,0,0,1.9583333333333333
544,12,12,0,0,2.0
545,12,12,0,0,2.0
546,12,12,0,0,1.7916666666666667
547,12,12,0,0,1.9166666666666667
548,12,12,0,0,1.9383333333333332
549,12,12,0,0,1.875
550,12,12,0,0,1.8333333333333333
551,12,12,0,0,1.75
552,12,12,0,0,1.9166666666666667
553,12,12,0,0,1.9233333333333331
554,12,12,0,0,1.8216666666666665
555,12,12,0,0,1.8583333333333334
556,12,12,0,0,1.9391666666666667
557,12,12,0,0,1.875
558,12,12,0,0,1.7833333333333332
559,12,12,0,0,1.845
560,12,12,0,0,1.9583333333333333
561,12,12,0,0,1.8841666666666665
562,12,12,0,0,1.875
563,12,12,0,0,1.9166666666666667
564,12,12,0,0,1.8125
565,12,12,0,0,1.8908333333333331
566,12,12,0,0,1.8266666666666669
567,12,12,0,0,1.9400000000000002
568,12,12,0,0,1.875
569,12,12,0,0,1.875
570,12,12,0,0,1.875
571,12,12,0,0,1.8783333333333332
572,12,12,0,0,1.8333333333333333
573,12,12,0,0,1.8591666666666669
574,12,12,0,0,1.9324999999999999
575,12,12,0,0,1.8808333333333334
576,12,12,0,0,1.8333333333333333
577,12,12,0,0,1.9400000000000002
578,12,12,0,0,1.9166666666666667
579,12,12,0,0,1.8333333333333333
580,12,12,0,0,1.9075
581,12,12,0,0,1.9166666666666667
582,12,12,0,0,1.9166666666666667
583,12,12,0,0,1.9166666666666667
584,12,12,0,0,1.9166666666666667
585,12,12,0,0,1.875
586,12,12,0,0,1.8808333333333334
587,12,12,0,0,1.8333333333333333
588,12,12,0,0,1.875
589,12,12,0,0,1.8333333333333333
590,12,12,0,0,1.9166666666666667
591,12,12,0,0,1.875
592,12,12,0,0,1.875
593,12,12,0,0,1.8408333333333333
594,12,12,0,0,1.9166666666666667
595,12,12,0,0,1.7916666666666667
596,12,12,0,0,1.8183333333333334
597,12,12,0,0,1.9166666666666667
598,12,12,0,0,1.8266666666666669
599,12,12,0,0,1.9124999999999999
600,12,12,0,0,1.9458333333333335
601,12,12,0,0,1.875
602,12,12,0,0,1.875
603,12,12,0,0,1.7716666666666665
604,12,12,0,0,1.8633333333333333
605,12,12,0,0,1.8016666666666667
606,12,12,0,0,1.8333333333333333
607,12,12,0,0,1.875
608,12,12,0,0,1.7916666666666667
609,12,12,0,0,1.8333333333333333
610,12,12,0,0,1.8333333333333333
611,12,12,0,0,1.875
612,12,12,0,0,1.9583333333333333
613,12,12,0,0,1.7916666666666667
614,12,12,0,0,1.8025
615,12,12,0,0,1.9433333333333334
616,12,12,0,0,1.7916666666666667
617,12,12,0,0,1.8375000000000001
618,12,12,0,0,1.9166666666666667
619,12,12,0,0,1.8716666666666668
620,12,12,0,0,1.875
621,12,12,0,0,1.875
622,12,12,0,0,1.8458333333333332
623,12,12,0,0,1.9166666666666667
624,12,12,0,0,1.9216666666666669
625,12,12,0,0,1.9583333333333333
626,12,12,0,0,1.9166666666666667
627,12,12,0,0,1.9583333333333333
628,12,12,0,0,1.875
629,12,12,0,0,1.875
630,12,12,0,0,1.8025000000000002
631,12,12,0,0,1.9166666666666667
632,12,12,0,0,1.9166666666666667
633,12,12,0,0,1.9208333333333334
634,12,12,0,0,1.9124999999999999
635,12,12,0,0,1.9349999999999998
636,12,12,0,0,1.875
637,12,12,0,0,2.0
638,12,12,0,0,1.8333333333333333
639,12,12,0,0,1.8816666666666666
640,12,12,0,0,1.8433333333333335
641,12,12,0,0,1.9166666666666667
642,12,12,0,0,1.9400000000000002
643,12,12,0,0,1.8591666666666666
644,12,12,0,0,1.89
645,12,12,0,0,1.9866666666666666
646,12,12,0,0,1.9166666666666667
647,12,12,0,0,1.845
648,12,12,0,0,1.9166666666666667
649,12,12,0,0,1.9166666666666667
650,12,12,0,0,1.9166666666666667
651,12,12,0,0,1.7083333333333333
652,12,12,0,0,1.7916666666666667
653,12,12,0,0,1.9166666666666667
654,12,12,0,0,1.9583333333333333
655,12,12,0,0,2.0
656,12,12,0,0,1.9166666666666667
657,12,12,0,0,1.9116666666666664
658,12,12,0,0,1.9583333333333333
659,12,12,0,0,1.9166666666666667
660,12,12,0,0,1.875
661,12,12,0,0,1.9291666666666665
662,12,12,0,0,1.7916666666666667
663,12,12,0,0,1.8333333333333333
664,12,12,0,0,1.9583333333333333
665,12,12,0,0,1.7916666666666667
666,12,12,0,0,1.7966666666666669
667,12,12,0,0,1.9075
668,12,12,0,0,1.8333333333333333
669,12,12,0,0,1.875
670,12,12,0,0,1.8966666666666665
671,12,12,0,0,1.9583333333333333
672,12,12,0,0,1.8333333333333333
673,12,12,0,0,2.0
674,12,12,0,0,1.8791666666666667
675,12,12,0,0,1.9166666666666667
676,12,12,0,0,1.875
677,12,12,0,0,1.8658333333333335
678,12,12,0,0,1.9166666666666667
679,12,12,0,0,1.9166666666666667
680,12,12,0,0,1.8233333333333333
681,12,12,0,0,1.8550000000000002
682,12,12,0,0,1.8733333333333333
683,12,12,0,0,1.9141666666666666
684,12,12,0,0,1.9341666666666668
685,12,12,0,0,1.9100000000000001
686,12,12,0,0,1.8983333333333334
687,12,12,0,0,1.75
688,12,12,0,0,1.844166666666667
689,12,12,0,0,1.8175000000000001
690,12,12,0,0,1.875
691,12,12,0,0,1.9166666666666667
692,12,12,0,0,1.9166666666666667
693,12,12,0,0,1.9166666666666667
694,12,12,0,0,1.88
695,12,12,0,0,1.9225
696,12,12,0,0,1.875
697,12,12,0,0,1.9358333333333333
698,12,12,0,0,1.9166666666666667
699,12,12,0,0,1.9583333333333333
700,12,12,0,0,1.905
701,12,12,0,0,1.8825
702,12,12,0,0,1.7908333333333333
703,12,12,0,0,1.9583333333333333
704,12,12,0,0,1.8483333333333334
705,12,12,0,0,1.9166666666666667
706,12,12,0,0,1.9075
707,12,12,0,0,1.9041666666666668
708,12,12,0,0,1.9516666666666669
709,12,12,0,0,1.8333333333333333
710,12,12,0,0,1.9175000000000002
711,12,12,0,0,1.7916666666666667
712,12,12,0,0,1.875
713,12,12,0,0,1.9166666666666667
714,12,12,0,0,1.9166666666666667
715,12,12,0,0,1.9166666666666667
716,12,12,0,0,1.8891666666666669
717,12,12,0,0,1.8883333333333334
718,12,12,0,0,1.7916666666666667
719,12,12,0,0,1.8333333333333333
720,12,12,0,0,1.8333333333333333
721,12,12,0,0,1.9400000000000002
722,12,12,0,0,1.75
723,12,12,0,0,1.75
724,12,12,0,0,2.0
725,12,12,0,0,1.8683333333333332
726,12,12,0,0,1.7183333333333335
727,12,12,0,0,1.8191666666666666
728,12,12,0,0,1.9166666666666667
729,12,12,0,0,1.9716666666666667
730,12,12,0,0,1.9408333333333332
731,12,12,0,0,1.7916666666666667
732,12,12,0,0,1.7924999999999998
733,12,12,0,0,1.875
734,12,12,0,0,1.8483333333333334
735,12,12,0,0,1.9166666666666667
736,12,12,0,0,1.7916666666666667
737,12,12,0,0,1.9433333333333334
738,12,12,0,0,1.9583333333333333
739,12,12,0,0,1.875
740,12,12,0,0,1.875
741,12,12,0,0,1.8683333333333334
742,12,12,0,0,1.7891666666666666
743,12,12,0,0,1.8333333333333333
744,12,12,0,0,1.8591666666666669
745,12,12,0,0,1.875
746,12,12,0,0,1.8949999999999998
747,12,12,0,0,1.9166666666666667
748,12,12,0,0,1.875
749,12,12,0,0,1.8333333333333333
750,12,12,0,0,1.7916666666666667
751,12,12,0,0,1.9333333333333333
752,12,12,0,0,1.8333333333333333
753,12,12,0,0,1.875
754,12,12,0,0,1.875
755,12,12,0,0,1.875
756,12,12,0,0,1.9583333333333333
757,12,12,0,0,1.8616666666666666
758,12,12,0,0,1.8141666666666667
759,12,12,0,0,1.9166666666666667
760,12,12,0,0,1.8441666666666665
761,12,12,0,0,1.875
762,12,12,0,0,1.89
763,12,12,0,0,1.7916666666666667
764,12,12,0,0,1.8333333333333333
765,12,12,0,0,1.9441666666666666
766,12,12,0,0,1.7916666666666667
767,12,12,0,0,1.8333333333333333
768,12,12,0,0,1.9166666666666667
769,12,12,0,0,1.875
770,12,12,0,0,1.8333333333333333
771,12,12,0,0,1.8333333333333333
772,12,12,0,0,1.8333333333333333
773,12,12,0,0,1.8333333333333333
774,12,12,0,0,1.7841666666666667
775,12,12,0,0,1.9166666666666667
776,12,12,0,0,1.7783333333333333
777,12,12,0,0,1.905
778,12,12,0,0,1.9583333333333333
779,12,12,0,0,1.8058333333333334
780,12,12,0,0,1.8733333333333333
781,12,12,0,0,1.9166666666666667
782,12,12,0,0,1.9166666666666667
783,12,12,0,0,1.875
784,12,12,0,0,1.875
