path_id,n_pairs,n_success,n_missing_F_or_R,n_failed_parse,avg_efficiency
785,12,12,0,0,1.9166666666666667
786,12,12,0,0,1.875
787,12,12,0,0,1.8591666666666669
788,12,12,0,0,1.9166666666666667
789,12,12,0,0,1.8333333333333333
790,12,12,0,0,1.875
791,12,12,0,0,1.8333333333333333
792,12,12,0,0,1.875
793,12,12,0,0,1.875
794,12,12,0,0,1.8333333333333333
795,12,12,0,0,1.8333333333333333
796,12,12,0,0,1.8333333333333333
797,12,12,0,0,1.8408333333333333
798,12,12,0,0,1.8758333333333335
799,12,12,0,0,1.9166666666666667
800,12,12,0,0,1.875
801,12,12,0,0,1.9166666666666667
802,12,12,0,0,1.7691666666666668
803,12,12,0,0,1.8333333333333333
804,12,12,0,0,1.9191666666666667
805,12,12,0,0,1.8241666666666667
806,12,12,0,0,1.8333333333333333
807,12,12,0,0,1.9516666666666669
808,12,12,0,0,1.78
809,12,12,0,0,1.8650000000000002
810,12,12,0,0,1.9166666666666667
811,12,12,0,0,1.9408333333333332
812,12,12,0,0,1.7558333333333334
813,12,12,0,0,1.875
814,12,12,0,0,1.8800000000000001
815,12,12,0,0,1.9166666666666667
816,12,12,0,0,1.8
817,12,12,0,0,1.8533333333333335
818,12,12,0,0,1.7916666666666667
819,12,12,0,0,1.75
820,12,12,0,0,1.875
821,12,12,0,0,1.7916666666666667
822,12,12,0,0,1.8383333333333336
823,12,12,0,0,1.8724999999999998
824,12,12,0,0,1.875
825,12,12,0,0,1.9166666666666667
826,12,12,0,0,1.8724999999999998
827,12,12,0,0,1.9583333333333333
828,12,12,0,0,1.875
829,12,12,0,0,1.9583333333333333
830,12,12,0,0,1.8291666666666666
831,12,12,0,0,1.9166666666666667
832,12,12,0,0,1.9275
833,12,12,0,0,2.0
834,12,12,0,0,2.0
835,12,12,0,0,1.875
836,12,12,0,0,1.8875
837,12,12,0,0,1.8916666666666666
838,12,12,0,0,1.9166666666666667
839,12,12,0,0,1.875
840,12,12,0,0,1.8333333333333333
841,12,12,0,0,1.8733333333333333
842,12,12,0,0,1.7916666666666667
843,12,12,0,0,1.875
844,12,12,0,0,1.8333333333333333
845,12,12,0,0,1.7916666666666667
846,12,12,0,0,1.8816666666666666
847,12,12,0,0,1.7916666666666667
848,12,12,0,0,1.9100000000000001
849,12,12,0,0,1.8074999999999999
850,12,12,0,0,1.8108333333333333
851,12,12,0,0,2.0
852,12,12,0,0,1.8958333333333333
853,12,12,0,0,1.875
854,12,12,0,0,1.8333333333333333
855,12,12,0,0,1.875
856,12,12,0,0,1.8808333333333334
857,12,12,0,0,1.9133333333333333
858,12,12,0,0,1.875
859,12,12,0,0,1.9583333333333333
860,12,12,0,0,1.9583333333333333
861,12,12,0,0,1.8191666666666666
862,12,12,0,0,1.9166666666666667
863,12,12,0,0,1.9583333333333333
864,12,12,0,0,1.8333333333333333
865,12,12,0,0,1.9891666666666667
866,12,12,0,0,1.7966666666666669
867,12,12,0,0,1.9183333333333332
868,12,12,0,0,1.9166666666666667
869,12,12,0,0,1.875
870,12,12,0,0,1.9583333333333333
871,12,12,0,0,1.835
872,12,12,0,0,1.7275
873,12,12,0,0,1.8333333333333333
874,12,12,0,0,1.875
875,12,12,0,0,1.9191666666666667
876,12,12,0,0,1.9000000000000001
877,12,12,0,0,1.8333333333333333
878,12,12,0,0,1.875
879,12,12,0,0,1.8883333333333334
880,12,12,0,0,1.9166666666666667
881,12,12,0,0,1.7916666666666667
882,12,12,0,0,1.9166666666666667
883,12,12,0,0,1.9166666666666667
884,12,12,0,0,1.8966666666666667
885,12,12,0,0,1.7658333333333331
886,12,12,0,0,1.9425000000000001
887,12,12,0,0,1.9583333333333333
888,12,12,0,0,1.9166666666666667
889,12,12,0,0,1.9583333333333333
890,12,12,0,0,1.75
891,12,12,0,0,1.8333333333333333
892,12,12,0,0,1.8541666666666667
893,12,12,0,0,1.9583333333333333
894,12,12,0,0,1.8541666666666667
895,12,12,0,0,1.8991666666666667
896,12,12,0,0,1.8783333333333332
897,12,12,0,0,1.875
898,12,12,0,0,1.8691666666666666
899,12,12,0,0,1.9100000000000001
900,12,12,0,0,1.8041666666666665
901,12,12,0,0,1.9166666666666667
902,12,12,0,0,1.9166666666666667
903,12,12,0,0,1.8341666666666665
904,12,12,0,0,1.8333333333333333
905,12,12,0,0,1.9583333333333333
906,12,12,0,0,1.7808333333333335
907,12,12,0,0,1.7941666666666667
908,12,12,0,0,1.925
909,12,12,0,0,2.0
910,12,12,0,0,1.8616666666666666
911,12,12,0,0,1.9808333333333332
912,12,12,0,0,1.875
913,12,12,0,0,1.9583333333333333
914,12,12,0,0,1.875
915,12,12,0,0,1.9166666666666667
916,12,12,0,0,1.875
917,12,12,0,0,1.7941666666666667
918,12,12,0,0,1.875
919,12,12,0,0,1.9583333333333333
920,12,12,0,0,1.9583333333333333
921,12,12,0,0,1.8358333333333334
922,12,12,0,0,1.8675
923,12,12,0,0,1.9166666666666667
924,12,12,0,0,1.8441666666666665
925,12,12,0,0,1.9583333333333333
926,12,12,0,0,1.9166666666666667
927,12,12,0,0,1.8333333333333333
928,12,12,0,0,1.875
929,12,12,0,0,1.875
930,12,12,0,0,1.875
931,12,12,0,0,1.8858333333333333
932,12,12,0,0,1.75
933,12,12,0,0,1.875
934,12,12,0,0,1.8933333333333333
935,12,12,0,0,1.9583333333333333
936,12,12,0,0,1.7916666666666667
937,12,12,0,0,1.7916666666666667
938,12,12,0,0,1.8333333333333333
939,12,12,0,0,1.9158333333333335
940,12,12,0,0,1.9166666666666667
941,12,12,0,0,1.9533333333333331
942,12,12,0,0,1.8791666666666667
943,12,12,0,0,1.9166666666666667
944,12,12,0,0,1.9858333333333331
945,12,12,0,0,1.8191666666666666
946,12,12,0,0,1.8333333333333333
947,12,12,0,0,1.8333333333333333
948,12,12,0,0,1.8533333333333333
949,12,12,0,0,1.9166666666666667
950,12,12,0,0,1.875
951,12,12,0,0,1.8333333333333333
952,12,12,0,0,1.9416666666666667
953,12,12,0,0,1.875
954,12,12,0,0,1.905
955,12,12,0,0,1.9108333333333334
956,12,12,0,0,1.875
957,12,12,0,0,1.9349999999999998
958,12,12,0,0,1.8333333333333333
959,12,12,0,0,1.9583333333333333
960,12,12,0,0,1.9166666666666667
961,12,12,0,0,1.8583333333333334
962,12,12,0,0,1.875
963,12,12,0,0,1.9166666666666667
964,12,12,0,0,1.8333333333333333
965,12,12,0,0,1.8333333333333333
966,12,12,0,0,1.875
967,12,12,0,0,1.9166666666666667
968,12,12,0,0,1.7975
969,12,12,0,0,1.9166666666666667
970,12,12,0,0,1.9166666666666667
971,12,12,0,0,1.8333333333333333
972,12,12,0,0,1.8416666666666668
973,12,12,0,0,1.8433333333333335
974,12,12,0,0,1.8333333333333333
975,12,12,0,0,2.0
976,12,12,0,0,1.8566666666666667
977,12,12,0,0,1.9166666666666667
978,12,12,0,0,1.9166666666666667
979,12,12,0,0,1.8383333333333336
980,12,12,0,0,1.9166666666666667
981,12,12,0,0,1.875
982,12,12,0,0,1.9166666666666667
983,12,12,0,0,1.9166666666666667
984,12,12,0,0,1.9583333333333333
985,12,12,0,0,1.9366666666666668
986,12,12,0,0,1.8708333333333333
987,12,12,0,0,2.0
988,12,12,0,0,1.875
989,12,12,0,0,1.7558333333333334
990,12,12,0,0,1.8333333333333333
991,12,12,0,0,1.8741666666666668
992,12,12,0,0,1.8908333333333331
993,12,12,0,0,1.8699999999999999
994,12,12,0,0,1.7916666666666667
995,12,12,0,0,1.9166666666666667
996,12,12,0,0,1.8099999999999998
997,12,12,0,0,1.9583333333333333
998,12,12,0,0,1.9583333333333333
999,12,12,0,0,1.7916666666666667
