,random_tm,real_tm
0,10.492409165152253,-29.68768496036958
1,9.449909581804263,12.952644730840177
2,-18.73188092369074,-13.938315044180456
3,-9.012988087705708,16.534572921032066
4,-27.883457357155777,-33.48131840813545
5,-12.041725483738674,3.212967596766134
6,-21.149620866461333,4.580545615758524
7,-1.040832945649413,19.54708052524751
8,10.546081313188779,7.910090679221298
9,4.497692900451739,-17.916766243839874
10,11.542185230406062,-23.271485656309608
11,-6.682149054217234,11.23787061826522
12,-12.873225478414327,-2.948705874593486
13,-2.4078135682174207,-21.20315028149824
14,-19.699016188197163,2.5131156885033192
15,14.645595009957958,-15.028083776874894
16,-48.7281890771001,-2.4756536512264233
17,1.4138025023308387,-7.738076317216098
18,-33.93748734389706,5.001735479473837
19,-21.204561339066487,-26.871928873289164
20,-9.614805388898276,-27.27444721786864
21,8.301719036328791,-27.688195094749602
22,-12.2323841729974,-10.248278141350795
23,-6.991281897375359,18.73088179076956
24,-26.034783643678423,13.165420856446133
25,-44.79717440110406,-9.341852593461965
26,-41.11244325183469,-9.258384730505554
27,-30.82273446955142,10.559785625413213
28,-60.091379611192735,12.751286860129369
29,-1.2309612630177185,7.196092277131811
30,-42.08243228651429,-1.2433676275347807
31,26.74732829123508,13.09588422778313
32,-12.297817338929121,-30.916326023864798
33,-27.760280297289626,-24.80649619582624
34,-7.8254856880059265,7.04690244000858
35,17.882051182005114,16.067227007745828
36,-24.362872854959136,-55.20191502474407
37,2.944883664459155,10.739666055807277
38,-12.974880313338872,12.265771966332409
39,-18.174709159361186,4.8880267681481655
40,-2.992511482756754,-23.527284331232067
41,-18.733766800774532,-32.08561583383181
42,-45.18676383504362,-2.4045560949095943
43,-69.05323719950363,-17.900434913271596
44,19.98936654147758,-49.94749370832193
45,13.840300381241093,20.579197605489412
46,-40.08971634898566,-10.52646385178707
47,-8.794110129075989,-2.116958658291651
48,-4.981330930483978,-7.6348933695867345
49,15.115462512767124,13.055230260449775
50,9.951548762665595,-21.828808869473136
51,-40.2593813100726,1.5008865373100662
52,-21.282736750545695,21.634536292586688
53,-26.902487829662505,-6.6463357814379265
54,-46.009964147203476,32.37526248930624
55,25.65943846358539,-9.431836361519856
56,23.49289864713569,-0.5219806932247479
57,-27.060670859161036,9.621591056408022
58,-1.7961682304599549,5.615657519327556
59,14.881891169565847,-17.464131676009146
60,-2.58996889113871,-3.5074287693978476
61,-22.56092646248564,-0.11525020302087796
62,-10.219305726458117,-9.789812621370515
63,-2.934115647192357,17.170528457973433
64,7.365736523342491,19.332414189401277
65,-17.996315010337582,-2.009105782783365
66,-3.942532235584963,-41.73585704320794
67,-42.08243228651429,9.451670725221447
68,5.149295418474139,10.417205930376781
69,-27.40854959703219,-9.922183731352163
70,-34.41029219886994,-21.652269300257956
71,-8.511078748261866,-37.744831487174906
72,-23.132967109330338,25.9415194869282
73,-8.177601036978615,-27.443354198597433
74,11.387228701139804,-16.89686677885561
75,-37.744831487174906,-16.09987700372011
76,-32.853434893559864,-0.5120741544391194
77,-24.583825178724737,15.498833428727096
78,-2.389116055811428,5.140440989482556
79,-43.6723175786457,5.40786662990746
80,-20.359744898793934,-42.236437269478586
81,-30.429700492525683,-11.653426415175716
82,-7.151996502485474,-3.500405493286735
83,-19.604805371156743,6.602711247849697
84,-17.291296844207494,-1.3981670177550996
85,-13.643146241454815,12.475572887269095
86,20.335303163864467,1.7479722838878615
87,-26.13089984004634,-8.295680576556379
